keyword,weight,cluster_label
6r,0.8812,1
peptidyl,0.8809,1
artware,0.8809,1
hydroxylase,0.8808,1
backpacks,0.8806,1
nonconformance,0.8806,1
solomon,0.8804,1
allergies,0.8802,1
bookshelf,0.88,1
phosphoribotransferase,0.88,1
interprocedural,0.8794,1
engraftment,0.8792,1
pentafluorosulfanyl,0.8791,1
sgc,0.8791,1
preparedness,0.8787,1
biocomputing,0.8787,1
licarbazepine,0.8787,1
hydrometer,0.8784,1
chondrogenesis,0.8784,1
maintained,0.8783,1
dataspaces,0.8782,1
ngs,0.8781,1
cryoprecipitate,0.8779,1
tracheotomy,0.8778,1
relebactam,0.8776,1
lymphoma,0.8775999999999999,1
leachable,0.8775999999999999,1
omecamtiv,0.8772,1
n2,0.8772,1
smartcard,0.8771,1
spo2,0.8771,1
astc,0.8771,1
infective,0.8771,1
sushi,0.8771,1
simulate,0.877,1
sm2,0.877,1
polyetherimides,0.8769,1
fungicide,0.8768,1
bees,0.8767,1
derivatization,0.8766,1
retroviral,0.8762000000000001,1
dedusting,0.8762,1
capacities,0.8759,1
evaporators,0.8757,1
sleeves,0.8757,1
metalized,0.8756,1
decene,0.8755,1
thermoutilizer,0.8753,1
skating,0.8751,1
yeilding,0.875,1
pocketed,0.8748,1
obsolete,0.8747,1
antivenom,0.8743,1
sobetirome,0.8742,1
pepducin,0.8741,1
autostop,0.874,1
polyketides,0.874,1
mycotoxins,0.8737,1
blacklist,0.8735999999999999,1
diarylethene,0.8734,1
paw,0.8733,1
fueled,0.8733,1
indazole,0.8731,1
backless,0.873,1
physicals,0.873,1
lockstep,0.8729,1
triazolopyrimidine,0.8728,1
victor,0.8728,1
realignment,0.8728,1
gtpases,0.8726,1
peptidoglycan,0.8725,1
cashback,0.8722,1
oak,0.8722,1
herbs,0.8719,1
fluoroelastomers,0.8716,1
electing,0.8716,1
beating,0.8714999999999999,1
childproof,0.8713,1
retreading,0.8711,1
rubberbanding,0.8709,1
neutronics,0.8708,1
aggressiveness,0.8707,1
selfi,0.8702,1
mitigated,0.8702,1
planograms,0.8701,1
connectible,0.8701,1
intrusions,0.87,1
pertinent,0.87,1
subdividing,0.8699000000000001,1
livelock,0.8699,1
fairlead,0.8698,1
pantograph,0.8698,1
dehydrohedione,0.8698,1
encasement,0.8696,1
wdr,0.8696,1
specifically,0.8695999999999999,1
macsec,0.8694999999999999,1
tcm,0.8694,1
focusable,0.8692,1
replaced,0.8691,1
ketoaldehydes,0.8689,1
percentile,0.8688,1
fezolinetant,0.8687,1
subimage,0.8687,1
electrostimulator,0.8687,1
forazolines,0.8687,1
electroconductive,0.8687,1
florachye1,0.8685,1
chromeless,0.8685,1
demulsification,0.8684000000000001,1
old,0.8684000000000001,1
lacks,0.8682000000000001,1
advertise,0.8682,1
uroflowmetry,0.8682,1
procuring,0.8681,1
thermoregulated,0.8679,1
monothiol,0.8679,1
chord,0.8675999999999999,1
biocide,0.8672,1
precession,0.8672,1
disintegrin,0.8671,1
novelty,0.8671,1
abundance,0.867,1
floormat,0.8669,1
cardbot,0.8669,1
axl,0.8669,1
delivered,0.8666,1
hemichannel,0.8662,1
oversight,0.8662,1
rookie,0.8659,1
multimodality,0.8658999999999999,1
tutoring,0.8658,1
difluoromethylene,0.8657,1
soundboard,0.8656,1
5gnr,0.8656,1
pessary,0.8656,1
interlaminar,0.8655,1
tuples,0.865,1
naphthyridine,0.8649,1
juniperus,0.8646,1
hotels,0.8644000000000001,1
thz,0.8644000000000001,1
soaking,0.8644,1
oxymethylene,0.8641,1
toothpaste,0.8641,1
unsuccessful,0.8639,1
ev,0.8639,1
cyphomycin,0.8638,1
afatinib,0.8638,1
counterbalance,0.8637999999999999,1
fastenerless,0.8635,1
radiorecovery,0.8634,1
vagina,0.8633,1
cooktops,0.8631,1
phosphogypsum,0.863,1
roadmaps,0.8628,1
carbondisulfide,0.8628,1
ruminant,0.8626,1
sawhorse,0.8626,1
presenter,0.8626,1
escaping,0.8625,1
videogames,0.8624,1
fingreprints,0.8624,1
iaas,0.8623,1
epigenomic,0.8622000000000001,1
variate,0.8622000000000001,1
deskewing,0.8622,1
splices,0.8621000000000001,1
troponin,0.862,1
season,0.8618,1
carnation,0.8618,1
electrocardiagram,0.8617,1
thiazole,0.8616,1
mechanophore,0.8613,1
aprepitant,0.8613,1
cyclosporin,0.8613,1
nanoemulsion,0.8612,1
ordinal,0.8612,1
negotiate,0.8611,1
discretized,0.8611,1
biped,0.861,1
multiparameter,0.861,1
misconfigured,0.8609,1
propping,0.8607,1
poster,0.8606,1
decaffeination,0.8601,1
biocatalysts,0.8599,1
bedwetting,0.8599,1
conversing,0.8599,1
turbosupercharger,0.8598,1
levitating,0.8596,1
headlamps,0.8595,1
glycopyrrolate,0.8592,1
bioelectricity,0.8592,1
reconstituted,0.8591,1
thermocycler,0.8591,1
wider,0.859,1
highest,0.8589,1
glomerulonephritis,0.8587,1
oxaborole,0.8586,1
safarclaus,0.8586,1
disallowed,0.8585,1
multidrug,0.8584,1
poles,0.8583999999999999,1
winner,0.8578,1
connexon,0.8578,1
nudge,0.8576,1
xuball,0.8575,1
calorific,0.8575,1
tnt,0.8574,1
hashtags,0.8574,1
tinting,0.8574,1
lvad,0.8568,1
paralysis,0.8567,1
giving,0.8565,1
codelength,0.8564,1
polyvinylpyrrolidinones,0.8564,1
sex,0.8563999999999999,1
guaranteeing,0.8563000000000001,1
brd4,0.8563,1
parameterisation,0.8563,1
periodontic,0.8563,1
docaltitob50,0.8563,1
skewer,0.8562,1
desulfonylation,0.8562,1
microchambers,0.8561,1
heptane,0.8561,1
carboxylase,0.8559,1
nanoplasmoid,0.8559,1
softphone,0.8557,1
thermosyphon,0.8557,1
turboexpander,0.8557,1
bioamplifier,0.8556,1
attestable,0.8553,1
bender,0.855,1
polynuclear,0.8548,1
footsteps,0.8547,1
beamsweeping,0.8544,1
breastfeeding,0.8544,1
boride,0.8544,1
piling,0.8544,1
fuselage,0.8541,1
dieless,0.854,1
monkey,0.8539,1
phenoxyethanol,0.8539,1
nanoelectric,0.8538,1
flagged,0.8535999999999999,1
orthodontics,0.8535,1
behavioural,0.8533999999999999,1
pumpless,0.8533,1
pushrod,0.8533,1
senolytic,0.8533,1
interprocessor,0.8533,1
glomerulosclerosis,0.8533,1
condom,0.8532,1
neuroprotection,0.8529,1
remains,0.8529,1
expendable,0.8529,1
empathetic,0.8528,1
ccr7,0.8527,1
radiomitigation,0.8526,1
baselining,0.8525,1
photochemical,0.8523000000000001,1
monohydrate,0.8522,1
kerprilpro,0.8522,1
elongator,0.8521,1
carba,0.8521,1
urologic,0.852,1
dixon,0.852,1
dimethoxymethane,0.852,1
reverb,0.8519,1
dimaleate,0.8516,1
tetrahydrouridine,0.8515,1
rhinovirus,0.8513,1
pinball,0.8512,1
deleterious,0.8511,1
florachye0,0.851,1
enables,0.8509,1
civil,0.8508,1
firm,0.8504,1
sausages,0.8504,1
fms,0.8504,1
skipped,0.8503000000000001,1
crankshafts,0.8501,1
poaching,0.8501,1
foreskin,0.85,1
hoverboard,0.8499,1
trafficways,0.8498,1
peroxyhemiacetal,0.8497,1
bidirectionally,0.8496,1
needleless,0.8495999999999999,1
pyridin,0.8493999999999999,1
offboard,0.8493999999999999,1
flr12,0.8492999999999999,1
interactor,0.8492,1
deamidase,0.8491,1
fishery,0.8491,1
interpolated,0.849,1
shuffleboard,0.8489,1
dispensable,0.8489,1
corrugator,0.8488,1
pedagogical,0.8487,1
sprouts,0.8487,1
stretcher,0.8486,1
1racp,0.8486,1
impinging,0.8486,1
pitting,0.8485,1
aqua,0.8485,1
ferric,0.8485,1
poisons,0.8484,1
brownout,0.8483,1
semicarbazide,0.8481,1
tick,0.8479000000000001,1
extrudate,0.8479,1
resectoscope,0.8478,1
interposers,0.8478,1
hydrofluoroolefins,0.8477,1
borocarbohydrate,0.8476,1
uncertain,0.8474999999999999,1
electrocardiographic,0.8474,1
overspending,0.8474,1
transformant,0.8472,1
shearography,0.847,1
pyrrolobenzodiazepine,0.847,1
hobby,0.847,1
dataflows,0.8469,1
castings,0.8468,1
exertion,0.8467,1
11ax,0.8467,1
myc,0.8464,1
phenothiazine,0.8464,1
tofacitinib,0.8464,1
anaplerotic,0.8463,1
silyl,0.8460000000000001,1
autodigestion,0.846,1
microresonator,0.8459000000000001,1
relaxin,0.8459,1
nondeterministic,0.8458,1
ecoecs,0.8457,1
rv,0.8456,1
recombinases,0.8456,1
datasheets,0.8456,1
shrouds,0.8455,1
extinguishant,0.8453,1
dermatome,0.8453,1
submarining,0.8453,1
buprenorphine,0.8451,1
electrooculographic,0.8451,1
mulching,0.8451,1
nodule,0.845,1
cyclohexanecarboxamide,0.8449,1
soundproofing,0.8448,1
cageway,0.8446,1
deidentification,0.8445,1
triboluminescence,0.8445,1
impregnation,0.8441,1
microprojection,0.8441,1
supervisors,0.8440000000000001,1
octrees,0.844,1
dualization,0.8439,1
blunt,0.8439,1
upgradeable,0.8438,1
positives,0.8437000000000001,1
deduplicate,0.8437,1
uninstalling,0.8437,1
flyer,0.8436,1
stepmill,0.8436,1
neutrinos,0.8435,1
electromethanogenesis,0.8434,1
histidyl,0.8434,1
biosequences,0.8432,1
alkoxysilanes,0.8431,1
responsivity,0.843,1
exceed,0.843,1
bioimaging,0.843,1
launchpad,0.8429,1
multicyclic,0.8427,1
ihs,0.8427,1
soundwaves,0.8426,1
docalblopu,0.8425,1
pdia2,0.8425,1
pontoon,0.8424,1
compromising,0.8424,1
photoinhibitor,0.842,1
disrupted,0.8419000000000001,1
defensin,0.8419,1
thumbstick,0.8417,1
industries,0.8417,1
inhalant,0.8417,1
sata,0.8416,1
microbenchmarks,0.8414,1
ddtro15,0.8414,1
pillowcase,0.8413,1
powerful,0.8412999999999999,1
ralstonia,0.8412999999999999,1
latchup,0.8412,1
pairable,0.8412,1
lube,0.8411,1
digging,0.841,1
dielectrophoretic,0.841,1
17gg1228l,0.841,1
prostaglandin,0.8409,1
polyclonal,0.8409,1
exabyte,0.8409,1
olympus,0.8406,1
propenamide,0.8404,1
polyfluoro,0.8403,1
jigsaw,0.8402,1
necrotizing,0.8401000000000001,1
applier,0.8401,1
nanodendrite,0.8401,1
contributor,0.8400000000000001,1
neutrino,0.84,1
mesothelioma,0.8399,1
origami,0.8397,1
delegate,0.8397,1
mudpan,0.8397,1
16gg0344l,0.8396,1
tvzambl1,0.8395,1
polyesteretheramide,0.8395,1
bacon,0.8393,1
synchronising,0.8393,1
imidazopyrazine,0.8393,1
awake,0.8392,1
horsepower,0.8391,1
hypomethylating,0.8391,1
interoperably,0.8389,1
dophloxearpupineye,0.8389,1
photoinjector,0.8389,1
ddtow14,0.8388,1
amyotrophic,0.8388,1
sphinganine,0.8387,1
docalalnaca,0.8385,1
ncvx4,0.8384,1
jackpots,0.8383,1
juices,0.8383,1
repudiable,0.8383,1
bacteriophages,0.8382,1
permethylpentalene,0.8381,1
microcavity,0.8380000000000001,1
tetracyclines,0.838,1
semiautomated,0.8379,1
decipher,0.8378000000000001,1
magnetostrictive,0.8378,1
deidentified,0.8378,1
peristaltic,0.8377,1
contagious,0.8374,1
crowdfunding,0.8373,1
lnc05,0.8372,1
benzodiazoliums,0.8372,1
deceptive,0.8369,1
fludic,0.8368,1
megamonas,0.8368,1
dialyzer,0.8368,1
aluminium,0.8367,1
17gg0028l,0.8367,1
carbonylating,0.8366,1
plenum,0.8366,1
triplexer,0.8366,1
datumtronic,0.8366,1
nanoarrays,0.8365,1
azelaic,0.8363,1
mall,0.8361,1
magnetometry,0.836,1
residing,0.836,1
converted,0.8358000000000001,1
lender,0.8358,1
chess,0.8357,1
cardiorespiratory,0.8357,1
nibble,0.8355,1
halitosis,0.8354,1
rebroadcast,0.8353999999999999,1
checked,0.8352,1
biodegardable,0.8352,1
irrigated,0.8348,1
speculum,0.8348,1
mertansine,0.8346,1
cryptobionic,0.8346,1
hypertonicity,0.8345,1
23,0.8345,1
copolyester,0.8344,1
tetrametaphosphate,0.8344,1
ansublu021,0.8343,1
airfoils,0.8343,1
penicinotam,0.8343,1
merges,0.8341,1
misting,0.8341,1
docalalclepi,0.834,1
scenting,0.8337,1
17gn0590r,0.8337,1
exergy,0.8337,1
docalalnaorze,0.8336,1
niraparib,0.8334,1
obstructive,0.8334,1
xrf,0.8333999999999999,1
superluminescent,0.8333,1
gynecological,0.8333,1
deutetrabenazine,0.8333,1
collator,0.8332,1
gable,0.8331,1
hypervideo,0.8331,1
focuser,0.8331,1
slipstream,0.8329,1
polydimethylsiloxane,0.8329,1
multiframe,0.8329,1
angiotensinogen,0.8327,1
antihistamines,0.8325,1
hydroformylated,0.8325,1
urethanes,0.8324,1
aminoisoquinoline,0.8324,1
oxazolidinone,0.8323,1
mecarbil,0.8323,1
pushdown,0.8323,1
scalably,0.8322,1
turboshaft,0.8321,1
daemons,0.8319,1
macrospheres,0.8319,1
funiformis,0.8319,1
transformative,0.8317,1
fluorenylidene,0.8317,1
mincofla20,0.8316,1
ribonucleoproteins,0.8316,1
winterizing,0.8315,1
immunosuppressive,0.8315,1
writebacks,0.8314,1
permutated,0.8314,1
doxycycline,0.8314,1
dsc,0.8313999999999999,1
coprocessors,0.8313,1
optode,0.8312,1
diarylthiohydantoin,0.8311,1
fluorohalogenated,0.831,1
cryovial,0.8308,1
manifolds,0.8306,1
disembarking,0.8306,1
electrocardiograms,0.8306,1
prisoner,0.8305,1
16gg0331r,0.8305,1
fileset,0.8304,1
microcooler,0.8304,1
windbreaker,0.8303,1
chimes,0.8303,1
oxazolidinones,0.8303,1
agri811,0.8303,1
invasiveness,0.8302,1
waveplate,0.8302,1
l3,0.8302,1
16gg0337l,0.8302,1
curvable,0.8301,1
mimcap,0.8301,1
oxcarbazepine,0.83,1
rubusoside,0.8298,1
visuospatial,0.8295,1
broom,0.8294,1
institutions,0.8293,1
hart,0.8291999999999999,1
apalutamide,0.8291,1
balpurrlu,0.8291,1
cabac,0.829,1
metoclopramide,0.829,1
physocarpus,0.8289,1
etchant,0.8288,1
slitter,0.8287,1
arabic,0.8287,1
t2,0.8286,1
phytosphingosine,0.8285,1
lacrimal,0.8284,1
thiocarboxylic,0.8282,1
p38,0.8281000000000001,1
handgun,0.8281,1
adiposomes,0.8281,1
amphipathic,0.8280000000000001,1
thiosaccharide,0.828,1
rootkit,0.8279,1
deoxydehydration,0.8279,1
medroxyprogesterone,0.8278,1
docalalbu,0.8277,1
controversy,0.8277,1
dedupe,0.8276999999999999,1
fringing,0.8276,1
coinjection,0.8276,1
tiramisu,0.8275,1
landfall,0.8275,1
dentures,0.8273,1
carbonation,0.8272,1
aspirates,0.8271,1
memos,0.8271,1
crustaceans,0.8271,1
tankering,0.827,1
fluoroelastomer,0.827,1
remediations,0.8269,1
faradic,0.8269,1
levothyroxine,0.8268,1
parabolic,0.8266,1
htrpvi,0.8265,1
lic,0.8264,1
thresher,0.8264,1
gis,0.8263,1
handprint,0.8263,1
compensates,0.8262,1
counteract,0.8261000000000001,1
msia,0.8260000000000001,1
spiroindolinones,0.8259,1
sphingosine,0.8259,1
nanoalum,0.8259,1
mincamja3,0.8258,1
nanofibril,0.8257,1
retire,0.8257,1
ovary,0.8256999999999999,1
memorizing,0.8256,1
changeset,0.8253,1
electrocorticogram,0.8253,1
balkaposin,0.8253,1
hydrofoil,0.8252,1
germ,0.8251,1
ldha,0.825,1
thermalization,0.825,1
polyoxyalkylene,0.8249,1
brunnian,0.8249,1
kersucan,0.8247,1
electrokinetically,0.8247,1
pseudomallei,0.8245,1
schmidt,0.8245,1
soundbar,0.8244,1
tetrafluoroethane,0.8243,1
ad26,0.824,1
valvetrain,0.824,1
dishwashers,0.8239,1
swabs,0.8236,1
spooning,0.8236,1
multibiometry,0.8236,1
theta,0.8236,1
v1g,0.8235,1
eradicating,0.8235,1
bartering,0.8235,1
whey,0.8233,1
cybersteering,0.8233,1
backlash,0.8232999999999999,1
nuclearized,0.8232,1
slouch,0.8232,1
stereophonic,0.823,1
biphenyldicarboxylic,0.8228,1
wallpack,0.8228,1
applets,0.8227,1
rug,0.8222,1
electrothermal,0.8221,1
blinder,0.8221,1
rabbit,0.8221,1
bathrooms,0.8221,1
eavesdroppers,0.8221,1
indolocarbazole,0.822,1
docalblotipi,0.822,1
oxyhydroxide,0.8218,1
organosilanoxide,0.8218,1
capabilites,0.8217000000000001,1
baitcaster,0.8217,1
dds,0.8214999999999999,1
glycopyrronium,0.8214,1
tochenized,0.8213,1
butterbloom,0.8213,1
plxdc2,0.8213,1
stepwise,0.8213,1
cleanroom,0.8212,1
shutting,0.8210999999999999,1
illuminates,0.8209,1
rho,0.8209,1
eucalyptus,0.8209,1
contraceptive,0.8209,1
fluorocarbon,0.8208,1
16gn0453l,0.8208,1
nanobins,0.8208,1
lilshreckthu,0.8208,1
multiform,0.8205,1
tracts,0.8205,1
jellyfish,0.8204,1
foxm1,0.8204,1
microlithographic,0.8204,1
subassembly,0.8203,1
microabrasive,0.8202,1
struggle,0.8202,1
datacasting,0.8201,1
associator,0.8201,1
iota,0.8201,1
endothermic,0.8200000000000001,1
alkoxysilyl,0.8198,1
freshening,0.8198,1
hardtop,0.8198,1
kleca19545,0.8197,1
rlf,0.8197,1
inhaling,0.8197,1
tributary,0.8196,1
replications,0.8196,1
thromboembolism,0.8194,1
sporopollenin,0.8193,1
balsukapin,0.8192,1
marketability,0.8192,1
spinel,0.8190999999999999,1
algometer,0.819,1
miscategorization,0.819,1
trpv4,0.819,1
swell,0.819,1
intumescent,0.8189,1
hyperpolarizing,0.8189,1
dataless,0.8188,1
dartboard,0.8188,1
substructure,0.8188,1
spironolactone,0.8187,1
juvenile,0.8186,1
deliberate,0.8186,1
spherification,0.8185,1
teethbrush,0.8185,1
swaddle,0.8182,1
pentene,0.8182,1
assitance,0.8181,1
nlrx1,0.8181,1
tebuconazole,0.818,1
curcuminoid,0.818,1
dophlflaproce,0.8179,1
analogue,0.8178000000000001,1
echinomycin,0.8177,1
dophloflapropipo,0.8177,1
polyguanidine,0.8176,1
smps,0.8176,1
antipathogenic,0.8175,1
desalter,0.8174,1
2t,0.8174,1
chiropractic,0.8173,1
hydroxyacetophenone,0.8173,1
microbe,0.8172,1
triamine,0.8171,1
antiproliferative,0.8169,1
billiards,0.8169,1
shrnas,0.8169,1
lyric,0.8168,1
mews,0.8168,1
kart,0.8168,1
riflescope,0.8165,1
auditoriums,0.8164,1
boltless,0.8163,1
disengaging,0.8162,1
cheering,0.8162,1
transconductor,0.8162,1
restripe,0.8161,1
dipyridamole,0.8161,1
insecticides,0.8161,1
reinterpretation,0.816,1
natriuretic,0.8159000000000001,1
mechanochemical,0.8157,1
natta,0.8155000000000001,1
euclidean,0.8155,1
roadbuilding,0.8155,1
powerplant,0.8155,1
poroelastic,0.8154,1
hydroxyalkane,0.8153,1
transposases,0.8153,1
bobber,0.8153,1
airbags,0.8153,1
geocaching,0.8153,1
atherosclerotic,0.8150000000000001,1
arylomycin,0.8149,1
featuring,0.8147,1
hassh,0.8147,1
kleca18501,0.8146,1
erythroid,0.8144,1
dihydrobenzofuran,0.8144,1
docalaltidab,0.8143,1
drumming,0.8143,1
equipping,0.8143,1
phytoglycogen,0.8142,1
caprylic,0.8141,1
endoglucanase,0.8141,1
16ss1117i,0.814,1
optronic,0.814,1
egomotion,0.814,1
cys80,0.8138,1
cranberry,0.8138,1
dophlflacoim,0.8137,1
utv,0.8136,1
ngt,0.8136,1
pinstrap,0.8136,1
entrapment,0.8135,1
16gg0572r,0.8135,1
polyimino,0.8135,1
gunsights,0.8134,1
parasympathetic,0.8133999999999999,1
iminotetrahydropyrimidinone,0.8133,1
enigma,0.8133,1
playset,0.8132,1
pricer,0.8132,1
virions,0.8132,1
270,0.8132,1
emerging,0.8131999999999999,1
tarp,0.8131,1
solvating,0.8131,1
stranded,0.813,1
qcm,0.813,1
underride,0.813,1
neutralize,0.8129000000000001,1
salbutamol,0.8128,1
cornulin,0.8127,1
balsukafus,0.8126,1
docalalnatipi,0.8126,1
nanofabric,0.8126,1
tribometer,0.8126,1
scallops,0.8125,1
gliomas,0.8124,1
educating,0.8124,1
chlorpromazine,0.8124,1
heteromultimeric,0.8124,1
echocardiogram,0.8123,1
livestream,0.8122,1
heuchera,0.8122,1
dihydrodiazepinocarbazolones,0.8122,1
cataractous,0.8122,1
transpilation,0.8121,1
bulbar,0.8121,1
multiviewer,0.8121,1
resumes,0.8121,1
civic,0.8119000000000001,1
cyberbullying,0.8118,1
lensed,0.8118,1
sickle,0.8117000000000001,1
meditation,0.8117,1
kleca18504,0.8117,1
bioptical,0.8117,1
mailable,0.8117,1
isotretinoin,0.8117,1
fl,0.8115,1
dozing,0.8114,1
nitroxyl,0.8113,1
holdup,0.8112999999999999,1
maytansinol,0.8112,1
condensor,0.8112,1
hydroxycyclohexyl,0.8111,1
pulsatile,0.8109999999999999,1
phenylethynylnaphthalene,0.8109,1
coreferencing,0.8107,1
inversions,0.8106,1
assymetric,0.8105,1
vhh,0.8104,1
minimising,0.8104,1
etoricoxib,0.8103,1
eigenvalue,0.8102,1
ribonucleoprotein,0.8102,1
hyperlocal,0.8102,1
aged,0.8101,1
pharmacotherapeutic,0.8099,1
insemination,0.8099,1
sufentanil,0.8099,1
normaliser,0.8099,1
grams,0.8098000000000001,1
contactee,0.8098,1
logfile,0.8098,1
geostreaming,0.8097,1
iip2,0.8097,1
balsukalav,0.8097,1
virtuality,0.8097,1
detecton,0.8096,1
uptime,0.8096,1
amicu1909,0.8095,1
a2a,0.8094,1
destroying,0.8094,1
physiotherapy,0.8094,1
bisphenol,0.8094,1
aerostats,0.8093,1
overuse,0.8092999999999999,1
metarsophalangeal,0.8092,1
usp30,0.8091,1
consortiums,0.809,1
accountant,0.8089,1
microdecompression,0.8088,1
colonnaded,0.8088,1
smarthr,0.8087,1
apol1,0.8087,1
tucaresol,0.8086,1
presidential,0.8085,1
woodworking,0.8085,1
trimless,0.8083,1
densifying,0.8083,1
declotting,0.8083,1
cytotrophoblast,0.8081,1
kleca18408,0.808,1
geomagnetic,0.808,1
dismount,0.808,1
immobilizer,0.808,1
catches,0.8079000000000001,1
fixtureless,0.8079,1
neurotrophic,0.8078000000000001,1
netflow,0.8078,1
cryptlet,0.8078,1
δ10,0.8078,1
lim,0.8078,1
pipettor,0.8078,1
pulverizing,0.8077,1
apparaus,0.8076,1
interdental,0.8076,1
tenderizer,0.8075,1
edgeless,0.8074,1
hydrodefluorodimerization,0.8073,1
acetylserotonin,0.8073,1
flutter,0.8072999999999999,1
polyorthoester,0.8072,1
telesurgical,0.8071,1
coir,0.8069,1
jetpack,0.8068,1
gearshifting,0.8068,1
superchargers,0.8068,1
verschercru,0.8068,1
drinkware,0.8067,1
blendstocks,0.8067,1
resilvering,0.8066,1
naive,0.8066,1
gyroscopically,0.8066,1
klepz20550,0.8064,1
amicu1907,0.8063,1
volatiles,0.8063,1
binderless,0.8063,1
autotune,0.8062,1
portholes,0.8061,1
multidrive,0.806,1
concolic,0.806,1
whip,0.806,1
conveyer,0.8059,1
spinnerets,0.8058,1
flora,0.8057,1
flightpath,0.8056,1
microlending,0.8055,1
dihydroxybutyric,0.8055,1
plaintext,0.8054,1
telonanoparticles,0.8054,1
tubings,0.8053,1
drinker,0.8052,1
ecolopia3,0.8052,1
preclinical,0.8051999999999999,1
vivaldi,0.8051,1
chatflow,0.8051,1
nanochanneled,0.805,1
lysyl,0.8048,1
transdifferentiated,0.8048,1
histogramming,0.8047,1
autoconfiguration,0.8047,1
nanoneedles,0.8047,1
dophlowowhi,0.8047,1
synchrocyclotron,0.8045,1
lcdas,0.8044,1
immunoprotective,0.8044,1
puppeteering,0.8044,1
tec14004,0.8044,1
tillandsia,0.8043,1
janus,0.8042,1
viable,0.8042,1
glideslope,0.8042,1
nightvision,0.8042,1
methylenedihydropyrazines,0.804,1
thermocurable,0.804,1
isotachophoresis,0.8039,1
miniproteins,0.8039,1
referee,0.8038000000000001,1
phosphinimine,0.8038,1
subchannel,0.8038,1
geodata,0.8036,1
canagliflozin,0.8036,1
biscuit,0.8036,1
handbrake,0.8035,1
strontium,0.8034,1
accession,0.8034,1
anticipator,0.8034,1
stipulated,0.8034,1
dbt,0.8033,1
jackknifing,0.8033,1
polyethercarbonate,0.8032,1
collapsed,0.8032,1
nanofilm,0.8031,1
aerosolized,0.8031,1
allowed,0.803,1
plies,0.8029999999999999,1
dup,0.8029,1
halt,0.8029,1
autoland,0.8029,1
drupes,0.8028,1
sulfolane,0.8027,1
bioartificial,0.8026,1
canned,0.8026,1
balpurrink,0.8025,1
intralogistic,0.8024,1
toponym,0.8022,1
alimentary,0.8022,1
rhumatology,0.8021,1
taxiway,0.8021,1
dophlflaproli,0.802,1
lag3,0.8019000000000001,1
municipal,0.8019,1
degressive,0.8018,1
rudlo175,0.8017,1
pirfenidone,0.8016,1
enactment,0.8014,1
watermelon,0.8013,1
talc,0.8012,1
martensitic,0.8012,1
dialoguing,0.8011,1
telepole,0.8011,1
turbomolecular,0.801,1
monothiocarbonate,0.801,1
metronome,0.8008,1
silicones,0.8008,1
yellowstone,0.8008,1
wrangling,0.8008,1
shred,0.8007,1
receding,0.8007,1
dams,0.8006,1
acclimatising,0.8006,1
moccachino,0.8004,1
noncircular,0.8003,1
biorhythms,0.8002,1
policymaker,0.8001,1
desalinated,0.8,1
harvandermeerwhite,0.7999,1
urothelial,0.7999,1
pete,0.7999,1
turnstile,0.7998,1
merger,0.7997,1
ascendants,0.7996,1
kleca18503,0.7994,1
modularity,0.7993,1
sideward,0.7992,1
libs,0.7991,1
bedside,0.7991,1
lucy,0.799,1
efflorescence,0.799,1
newly,0.7989999999999999,1
sunsenehaha,0.7989,1
deconflicting,0.7988999999999999,1
polybacterial,0.7988,1
toolpack,0.7988,1
bisphosphocin,0.7987,1
6300,0.7986,1
bathtubs,0.7982,1
adjudication,0.7981,1
bowmar,0.7981,1
grind,0.7981,1
dophlflalipiim,0.798,1
chromebook,0.7979,1
dialdehyde,0.7979,1
electrochemiluminescence,0.7979,1
alkylaromatic,0.7978,1
minyan,0.7978,1
dither,0.7976,1
kite,0.7975,1
mp3,0.7975,1
cpdlc,0.7974,1
summarize,0.7974,1
8000,0.7972,1
autostersoscopic,0.7972,1
methylnaltrexone,0.7971,1
newborn,0.7971,1
overburden,0.7970999999999999,1
manway,0.797,1
amicu1908,0.797,1
arylsulfonylpropenenitriles,0.797,1
nucleobase,0.7969,1
school,0.7968999999999999,1
reinstallation,0.7968,1
cmut,0.7968,1
dophlofalista,0.7968,1
pkk,0.7968,1
tracheobronchomalacia,0.7965,1
cyclobutane,0.7963,1
chromaticities,0.7962,1
butorphanol,0.7962,1
agreeable,0.7962,1
servomechanism,0.7961,1
unitless,0.7961,1
openholes,0.7961,1
nanofets,0.796,1
loadlock,0.7959,1
cuttable,0.7959,1
performative,0.7957,1
acidizing,0.7957,1
toolbars,0.7956,1
falsified,0.7956,1
physicochemical,0.7955,1
pdp,0.7954,1
antioxidative,0.7954,1
panometry,0.7954,1
autosynthesized,0.7953,1
nc,0.7952,1
equipartition,0.7951,1
immunochromatography,0.7951,1
pyramiding,0.7951,1
torpedo,0.7949,1
geosciences,0.7949,1
tetrachloride,0.7948,1
polyphosphates,0.7947,1
windscreens,0.7947,1
payroll,0.7946,1
photoelectrocatalytic,0.7946,1
reinstatement,0.7945,1
napkin,0.7944,1
mwd,0.7944,1
dermatoglyphics,0.7944,1
dophlowopi,0.7943,1
dehydrochlorination,0.7943,1
multivision,0.7943,1
phytocannabinoids,0.7942,1
gearhead,0.7942,1
dermatophytosis,0.794,1
gelators,0.794,1
incrementing,0.7939,1
dopetdurapu,0.7937,1
incapacity,0.7937,1
aas,0.7936000000000001,1
